link,nome,preco,nquartos,nbanheiros,ngaragem,area,data_scraping
https://pb.olx.com.br/paraiba/terrenos/patos-pb-area-40-ha-permuta-a-350m-do-atacadao-1394955407,Patos/PB - Área 40 ha - Permuta - A 350m do Atacadão,R$ 1.500.000.000,400000m²,,,,2025-09-05 20:11:57
https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/terrenos/fazenda-a-venda-320000-m-por-r-1-400-000-000-00-zona-rural-cocalinho-mt-1316600359,"Fazenda à venda, 320000 m² por R$ 1.400.000.000,00 - Zona Rural - Cocalinho/MT",R$ 1.400.000.000,320000m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/terrenos/fazenda-sitio-chacara-para-venda-com-8500-metros-quadrados-com-3-quartos-1195281440,Fazenda/Sítio/Chácara para venda com 8500 metros quadrados com 3 quartos,R$ 1.400.000.000,8500m²,,,,2025-09-05 20:11:57
https://mg.olx.com.br/belo-horizonte-e-regiao/terrenos/lote-comercial-de-esquina-no-b-santa-monica-1306448166,Lote Comercial de Esquina no B Santa Mônica,R$ 1.399.000.000,402m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/grande-campinas/terrenos/chacara-com-4-dormitorios-a-venda-2100-m-por-r-1-400-000-00-caixa-d-agua-vinhedo-sp-1405593150,"Chácara com 4 dormitórios à venda, 2100 m² por R$ 1.400.000,00 - Caixa D´água - Vinhedo/SP",R$ 1.390.000.000,2100m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/lote-de-653-66-m-no-alphaville-jundiai-condominio-com-lazer-completo-1295358253,"Lote de 653,66 m² no Alphaville Jundiaí, condomínio com lazer completo.",R$ 1.386.480.000,653m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/grande-campinas/terrenos/fazenda-a-venda-na-regiao-de-casa-branca-sp-1331393534,Fazenda à Venda na Região de Casa Branca - SP,R$ 1.320.000.000,100m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/regiao-de-sorocaba/terrenos/imovel-para-venda-possui-1470-metros-quadrados-com-3-quartos-em-cocais-ibiuna-sp-1430981219,Imóvel para venda possui 1470 metros quadrados com 3 quartos em Cocais - Ibiúna - SP,R$ 1.320.000.000,1470m²,,,,2025-09-05 20:11:57
https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/terrenos/fazenda-a-venda-156300-m-por-r-1-250-000-000-00-zoa-rural-ipiranga-do-norte-mt-1316862478,"Fazenda à venda, 156300 m² por R$ 1.250.000.000,00 - Zoa Rural - Ipiranga do Norte/MT",R$ 1.250.000.000,156300m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/chacara-casa-com-4-quartos-a-venda-em-cotia-1395819178,Chácara / Casa com 4 quartos à venda em Cotia,R$ 1.200.000.000,320m²,,,,2025-09-05 20:11:57
https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/terrenos/fazenda-de-42-891-mil-hectares-dupla-aptidao-na-regiao-da-cidade-de-sinop-mt-1415271007,Fazenda de 42.891 mil hectares dupla aptidão na região da cidade de Sinop MT,R$ 1.200.000.000,1500m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/excelente-oportunidade-comercial-na-rota-do-vinho-de-sao-roque-1401625700,EXCELENTE OPORTUNIDADE COMERCIAL NA ROTA DO VINHO DE SÃO ROQUE!,R$ 1.200.000.000,2000m²,,,,2025-09-05 20:11:57
https://rn.olx.com.br/rio-grande-do-norte/terrenos/area-a-venda-com-9-500-m-por-r-1-200-000-000-bairro-campinas-macaiba-rn-proximo-br-940502676,Área à Venda com 9.500 m² por R$ 1.200.000.000 - Bairro Campinas - Macaíba/RN próximo BR,R$ 1.200.000.000,8600m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/chacara-em-condominio-a-venda-1424202569,Chácara em condomínio à venda,R$ 1.150.000.000,247m²,,,,2025-09-05 20:11:57
https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/terrenos/fazenda-com-19-alqueires-com-casa-sede-cristina-minas-gerais-1370720414,"fazenda com 19 alqueires  com casa sede , Cristina  Minas Gerais",R$ 1.100.000.000,24871538m²,,,,2025-09-05 20:11:57
https://go.olx.com.br/grande-goiania-e-anapolis/terrenos/vende-chacara-em-bela-vista-de-1-5-alqueire-1319388262,"Vende chacará em Bela Vista de 1,5 Alqueire",R$ 1.100.000.000,726m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/regiao-de-sorocaba/terrenos/sitio-para-venda-em-centro-tapirai-sp-1064322986,Sítio para Venda em Centro Tapiraí-SP,R$ 1.100.000.000,266200m²,,,,2025-09-05 20:11:57
https://df.olx.com.br/distrito-federal-e-regiao/terrenos/casa-de-condominio-para-venda-com-892-metros-quadrados-em-paranoa-brasilia-df-1382303692,Casa de condomínio para venda com 892 metros quadrados em Paranoá - Brasília - DF,R$ 1.059.000.000,892m²,,,,2025-09-05 20:11:57
https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/terrenos/fazenda-a-venda-300000000-m-por-r-999-999-999-zona-rural-balsas-ma-1429436698,"Fazenda à venda, 300000000 m² por R$ 999.999.999 - Zona Rural - Balsas/MA",R$ 1.000.000.000,300000000m²,,,,2025-09-05 20:11:57
https://ms.olx.com.br/mato-grosso-do-sul/terrenos/imovel-para-venda-tem-70-metros-quadrados-com-2-quartos-em-zona-rural-rochedo-ms-1428068473,Imóvel para venda tem 70 metros quadrados com 2 quartos em Zona Rural - Rochedo - MS,R$ 1.000.000.000,100m²,,,,2025-09-05 20:11:57
https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/terrenos/fazenda-a-venda-90000-m-por-r-1-000-000-000-00-zona-rural-nova-ubirata-mt-1316863554,"Fazenda à venda, 90000 m² por R$ 1.000.000.000,00 - Zona Rural - Nova Ubiratã/MT",R$ 1.000.000.000,90000m²,,,,2025-09-05 20:11:57
https://mg.olx.com.br/belo-horizonte-e-regiao/terrenos/sitio-a-venda-em-florestal-mg-regiao-do-catatau-1404058289,Sítio à Venda em Florestal/MG  Região do Catatau!,R$ 980.000.000,144000m²,,,,2025-09-05 20:11:57
https://go.olx.com.br/regiao-de-rio-verde-e-caldas-novas/terrenos/fazenda-a-venda-por-r-950-000-000-zona-rural-adelandia-go-1316862366,"Fazenda à venda, por R$ 950.000.000 - Zona Rural - Adelândia/GO",R$ 950.000.000,96800m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/terrenos/sitio-para-venda-possui-87-000metros-quadrados-casa-simples-1290195170,"Sítio para venda possui 87.000metros quadrados, casa simples.",R$ 900.000.000,87000000m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/chacara-nova-no-condominio-barcelona-conforto-lazer-e-qualidade-de-vida-1398283970,"Chácara Nova no Condomínio Barcelona  Conforto, Lazer e Qualidade de Vida!",R$ 900.000.000,300m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/terreno-para-venda-1250411423,Terreno para venda,R$ 900.000.000,110m²,,,,2025-09-05 20:11:57
https://sc.olx.com.br/norte-de-santa-catarina/terrenos/casa-de-condominio-para-venda-tem-371-metros-quadrados-em-santa-regina-camboriu-sc-1406453842,Casa de condomínio para venda tem 371 metros quadrados em Santa Regina - Camboriú - SC,R$ 890.000.000,371m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/regiao-de-sorocaba/terrenos/terreno-a-venda-residencial-saint-charbel-1416526838,Terreno à venda - Residencial Saint Charbel,R$ 888.050.000,1616m²,,,,2025-09-05 20:11:57
https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/terrenos/lote-terreno-para-venda-com-600-metros-quadrados-em-cajuru-curitiba-pr-1293690666,Lote/Terreno para venda com 600 metros quadrados em Cajuru - Curitiba - PR,R$ 870.000.000,600m²,,,,2025-09-05 20:11:57
https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/terrenos/fazenda-a-venda-m-por-r-850-000-000-zona-rural-agua-boa-mt-1430471211,"Fazenda à venda,  m² por R$ 850.000.000 - Zona Rural - Água Boa/MT",R$ 850.000.000,93500000m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/regiao-de-presidente-prudente/terrenos/fazenda-a-venda-m-por-r-850-000-000-00-area-rural-de-presidente-prudente-president-1427073835,"Fazenda à venda,  m² por R$ 850.000.000,00 - Área Rural de Presidente Prudente - President",R$ 850.000.000,10m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/venda-de-rural-chacara-em-condominio-na-cidade-de-sao-roque-1432827171,Venda de Rural / Chácara em condomínio na cidade de São Roque,R$ 849.000.000,321m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/terrenos/atencao-investidores-fazenda-418-alqueires-em-cana-sta-albertina-r-grande-1427008120,Atenção investidores fazenda 418 alqueires em cana Sta Albertina R.Grande,R$ 836.000.000,10115600m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/regiao-de-sorocaba/terrenos/terreno-a-venda-residencial-saint-charbel-1416522157,Terreno à venda - Residencial Saint Charbel,R$ 809.100.000,1471m²,,,,2025-09-05 20:11:57
https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/terrenos/fazenda-27-000-hectares-casa-sede-curral-para-manejo-de-animais-bom-jesus-do-araguaia-1348583623,"FAZENDA (27.000 hectares), CASA SEDE, CURRAL PARA MANEJO DE ANIMAIS. BOM JESUS DO ARAGUAIA",R$ 800.000.000,520m²,,,,2025-09-05 20:11:57
https://sc.olx.com.br/florianopolis-e-regiao/terrenos/exclusividade-sbi-terreno-a-venda-no-bairro-corrego-grande-1428024125,Exclusividade SBI! Terreno à venda no bairro Córrego Grande,R$ 780.000.000,534m²,,,,2025-09-05 20:11:57
https://pr.olx.com.br/regiao-de-londrina/terrenos/chacara-com-3-dormitorios-a-venda-3000-m-por-r-550-000-00-rui-barbosa-londrina-pr-1396528011,"Chácara com 3 dormitórios à venda, 3000 m² por R$ 550.000,00 - Rui Barbosa - Londrina/PR",R$ 750.000.000,200m²,,,,2025-09-05 20:11:57
https://sp.olx.com.br/sao-paulo-e-regiao/terrenos/fazenda-top-de-2-044-alqueres-4-905-60-hectares-no-estado-de-sao-paulo-sp-1382475952,"fazenda top de 2.044 alqueres (4.905,60 hectares), no estado de São Paulo SP",R$ 750.000.000,780m²,,,,2025-09-05 20:11:57
https://to.olx.com.br/tocantins/terrenos/fazenda-sitio-chacara-para-venda-com-406000000-metros-quadrados-em-zona-rural-pium-to-1241188578,Fazenda/Sítio/Chácara para venda com 406000000 metros quadrados em Zona Rural - Pium - TO,R$ 702.380.000,406000000m²,,,,2025-09-05 20:11:57
