link,nome,preco,nquartos,nbanheiros,ngaragem,area,data_scraping
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casas-triunfo-1-goianira-2-quartos-e-1-quarto-1417082896,Casas Triunfo 1 Goianira - 2 quartos e 1 quarto,245000,3,3,2,120,2025-09-05 19:46:09
https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/casa-residencial-comercial-bairro-santa-quiteria-terreno-com-duas-casas-imovel-de-es-1434578789,Casa residencial/Comercial - Bairro Santa Quitéria - terreno com duas casas - Imóvel de es,860000,5,4,3,302,2025-09-05 19:46:09
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casas-a-venda-setor-ipanema-santo-antonio-de-goias-go-1434577436,"Casas à Venda - Setor Ipanema, Santo Antônio de Goiás/GO",235000,2,1,2,125,2025-09-05 19:46:09
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casas-com-lote-de-esquina-no-terras-alphaville-em-cidade-alpha-eusebio-ce-1414437691,Casas com lote de esquina no Terras Alphaville  em Cidade Alpha - Eusébio - CE,2190000,4,4,4,316,2025-09-05 19:46:09
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casas-para-financiar-em-santo-antonio-de-goias-1434573166,Casas para financiar em Santo António de Goiás,1550,2,1,3,360,2025-09-05 19:46:09
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casas-vila-sao-francisco-setor-fama-goiania-go-1433642409,"Casas Vila São Francisco (Setor Fama), Goiânia-GO",680000,5,3,3,378,2025-09-05 19:46:09
https://es.olx.com.br/norte-do-espirito-santo/imoveis/casas-lineares-em-sao-francisco-3-quartos-com-suite-hs-1434566279,Casas lineares em São Francisco 3 quartos com suíte HS,450000,3,3,2,84,2025-09-05 19:46:09
https://es.olx.com.br/norte-do-espirito-santo/imoveis/casas-duplex-com-quintal-em-macafe-fs-1434565787,Casas duplex com quintal em Macafé FS,300000,2,2,1,70,2025-09-05 19:46:09
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-matao-1434565626,Venda de Casas / Padrão na cidade de Matão,650000,3,2,3,154,2025-09-05 19:46:09
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/duas-casas-uma-de-3-4-e-outra-de-2-4-tudo-dividido-1434480817,Duas casas uma de 3/4 e outra de 2/4 tudo dividido,350000,3,3,3,400,2025-09-05 19:46:09
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casas-ao-lado-do-terminal-a-e-carvalho-1433677127,Casas ao Lado do Terminal A.E.Carvalho,270000,4,2,1,135,2025-09-05 19:46:09
https://pa.olx.com.br/regiao-de-santarem/imoveis/casas-de-2-e-3-quartos-2-vagas-de-garage-condominio-quinta-da-floresta-1434468320,Casas de 2 e 3 quartos - 2 vagas de garage - Condomínio Quinta da Floresta,323500,2,2,2,69,2025-09-05 19:46:09
https://mg.olx.com.br/regiao-de-juiz-de-fora/imoveis/duas-casas-triplex-geminadas-prontas-para-morar-no-aeroporto-1434551444,Duas casas triplex geminadas prontas para morar no Aeroporto!,920000,3,2,2,235,2025-09-05 19:46:09
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casas-duplex-3-e-4-suites-em-condominio-clube-lancamento-exclusivo-1428079947,Casas Duplex 3 e 4 Suítes em Condomínio Clube  Lançamento Exclusivo,769000,3,4,2,125,2025-09-05 19:46:09
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/casas-terreas-com-3-suites-e-terrenos-a-partir-de-198m-acabamento-de-primeira-1418928635,Casas Térreas com 3 Suítes e Terrenos a partir de 198m²  Acabamento de Primeira,450000,3,3,2,115,2025-09-05 19:46:09
https://ce.olx.com.br/fortaleza-e-regiao/imoveis/lindas-casas-planas-a-6-minutos-do-centro-de-eusebio-1383982053,Lindas casas planas a 6 minutos do Centro de Eusébio,385000,3,3,2,84,2025-09-05 19:46:09
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/casas-novas-2-quartos-com-area-privativa-e-2-vagas-jardim-leblon-bh-ca3572-1434550937,"Casas Novas 2 Quartos com Área Privativa e 2 Vagas  Jardim Leblon, BH - CA3572",439000,2,2,2,58,2025-09-05 19:46:09
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/casas-novas-2-quartos-com-area-privativa-e-2-vagas-jardim-leblon-bh-ca3571-1434550361,"Casas Novas 2 Quartos com Área Privativa e 2 Vagas  Jardim Leblon, BH - CA3571",449000,2,2,2,58,2025-09-05 19:46:09
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casas-sorocaba-sp-1434549793,Casas SOROCABA - SP,1565,1,1,4,120,2025-09-05 19:46:09
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casas-na-planta-em-tatui-sp-1434548907,Casas na planta em tatuí sp,184900,2,1,2,46,2025-09-05 19:46:09
https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/imoveis/linda-casa-a-venda-no-condominio-casas-alto-paradiso-1434548842,Linda Casa a venda no condomínio Casas Alto Paradiso,695000,3,3,2,83,2025-09-05 19:46:09
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/casas-em-betim-aceita-financiamento-bancario-1434546843,Casas em Betim. Aceita Financiamento Bancário!,580000,3,2,1,80,2025-09-05 19:46:09
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casas-e-aptos-novos-em-cotia-osasco-e-sao-paulo-1434545256,"Casas e Aptos Novos Em Cotia, Osasco e São Paulo",10000,2,2,2,50,2025-09-05 19:46:09
https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/imoveis/casas-de-oportunidade-no-bairro-jardim-do-contorno-somente-r-260-000-00-1383906007,"Casas de oportunidade no bairro Jardim do Contorno, somente R$ 260.000,00",260000,2,2,1,66,2025-09-05 19:46:09
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vendo-casas-2-quartos-com-suite-e-vaga-dentro-de-condominio-em-marica-localizacao-privile-1434542216,Vendo Casas 2 quartos com suite e vaga dentro de condomínio em Maricá. Localização Privile,268000,2,2,1,51,2025-09-05 19:46:09
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casas-carolina-parque-3-casas-oportunidade-1430265191,Casas Carolina Parque (3 casas) OPORTUNIDADE!,417000,2,1,5,180,2025-09-05 19:46:09
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-terrea-lote-terreno-a-venda-na-vila-zelina-com-2-casas-15-x-20-otimo-para-investi-1162467284,"Casa térrea, lote terreno, a venda na Vila Zelina, com 2 casas, 15 x 20 ótimo para investi",800000,5,4,2,300,2025-09-05 19:46:09
https://pe.olx.com.br/grande-recife/imoveis/casas-duplex-em-aldeia-so-300m-do-centro-comercial-de-aldeia-financia-1427968695,"casas duplex em Aldeia, so 300m do centro comercial de Aldeia, financia.",300000,3,4,1,75,2025-09-05 19:46:09
